frame.number,ip.src,ip.dst,tcp.srcport,tcp.dstport,frame.len,ip.proto,tcp.flags.syn,tcp.flags.ack,tcp.flags.fin,ip.len,tcp.window_size_value,tcp.analysis.ack_rtt,tcp.analysis.initial_rtt,tcp.analysis.bytes_in_flight,tcp.analysis.push_bytes_sent,frame.time_epoch
5580,91.189.91.82,10.0.0.134,80,59278,20494,6,False,True,False,20480,64240,,0.109576209,20440,20440,1722050469.555387979
5581,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000012414,0.109576209,,,1722050469.555400393
5582,91.189.91.82,10.0.0.134,80,59278,43853,6,False,True,False,43839,64240,,0.109576209,43799,64239,1722050469.555552671
5583,91.189.91.82,10.0.0.134,80,59278,17574,6,False,True,False,17560,64240,,0.109576209,61319,17520,1722050469.555742302
5584,91.189.91.82,10.0.0.134,80,59278,2974,6,False,True,False,2960,64240,,0.109576209,64239,20440,1722050469.555770156
5585,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000800631,0.109576209,,,1722050469.556570787
5586,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050469.557297885
5587,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000725327,0.109576209,,,1722050469.558023212
5588,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050469.558469594
5589,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000990071,0.109576209,,,1722050469.559459665
5590,91.189.91.82,10.0.0.134,80,59278,10734,6,False,True,False,10720,64240,,0.109576209,10680,10680,1722050469.559821343
5591,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.001052870,0.109576209,,,1722050469.560874213
5592,91.189.91.82,10.0.0.134,80,59278,45238,6,False,True,False,45224,64240,,0.109576209,45184,45184,1722050469.583728050
5593,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000051542,0.109576209,,,1722050469.583779592
5594,91.189.91.82,10.0.0.134,80,59278,19109,6,False,True,False,19095,64240,,0.109576209,19055,19055,1722050469.583891933
5595,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000188296,0.109576209,,,1722050469.584080229
5596,91.189.91.82,10.0.0.134,80,59278,45238,6,False,True,False,45224,64240,,0.109576209,45184,45184,1722050469.584515935
5597,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000024863,0.109576209,,,1722050469.584540798
5598,91.189.91.82,10.0.0.134,80,59278,19109,6,False,True,False,19095,64240,,0.109576209,19055,19055,1722050469.584664690
5599,91.189.91.82,10.0.0.134,80,59278,45238,6,False,True,False,45224,64240,,0.109576209,64239,45184,1722050469.585206493
5600,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.001152099,0.109576209,,,1722050469.586358592
5601,91.189.91.82,10.0.0.134,80,59278,8540,6,False,True,False,8526,64240,,0.109576209,8486,8486,1722050469.586904034
5602,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000010726,0.109576209,,,1722050469.586914760
5603,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050469.589192733
5604,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000111440,0.109576209,,,1722050469.589304173
5605,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050469.589882771
5606,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000024065,0.109576209,,,1722050469.589906836
5607,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050469.590340674
5608,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.004065920,0.109576209,,,1722050469.594406594
5609,91.189.91.82,10.0.0.134,80,59278,58454,6,False,True,False,58440,64240,,0.109576209,58400,58400,1722050469.595152607
5610,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000030656,0.109576209,,,1722050469.595183263
5611,91.189.91.82,10.0.0.134,80,59278,5893,6,False,True,False,5879,64240,,0.109576209,5839,64239,1722050469.595286047
5612,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000585320,0.109576209,,,1722050469.595871367
5613,91.189.91.82,10.0.0.134,80,59278,58454,6,False,True,False,58440,64240,,0.109576209,58400,58400,1722050469.595879173
5614,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000074650,0.109576209,,,1722050469.595953823
5615,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050469.596571251
5616,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000724425,0.109576209,,,1722050469.597295676
5617,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050469.598045186
5618,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000025968,0.109576209,,,1722050469.598071154
5619,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050469.598750502
5620,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.001276691,0.109576209,,,1722050469.600027193
5621,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050469.600690758
5622,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000030765,0.109576209,,,1722050469.600721523
5623,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050469.601436492
5624,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000027825,0.109576209,,,1722050469.601464317
5625,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050469.602190518
5626,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.001770718,0.109576209,,,1722050469.603961236
5627,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050469.604611609
5628,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000027218,0.109576209,,,1722050469.604638827
5629,91.189.91.82,10.0.0.134,80,59278,45314,6,False,True,False,45300,64240,,0.109576209,45260,45260,1722050469.605227575
5630,91.189.91.82,10.0.0.134,80,59278,19033,6,False,True,False,19019,64240,,0.109576209,64239,64239,1722050469.605307365
5631,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000714227,0.109576209,,,1722050469.606021592
5632,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050469.606682272
5633,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000024011,0.109576209,,,1722050469.606706283
5634,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050469.607489363
5635,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000022380,0.109576209,,,1722050469.607511743
5636,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050469.607990800
5637,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000610554,0.109576209,,,1722050469.608601354
5638,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050469.609113344
5639,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000342032,0.109576209,,,1722050469.609455376
5640,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050469.609907768
5641,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000728225,0.109576209,,,1722050469.610635993
5642,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050469.611382861
5643,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000620640,0.109576209,,,1722050469.612003501
5644,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050469.612633600
5645,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000714266,0.109576209,,,1722050469.613347866
5646,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050469.614018877
5647,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.001437846,0.109576209,,,1722050469.615456723
5648,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050469.616028921
5649,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000757795,0.109576209,,,1722050469.616786716
5650,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050469.617266108
5651,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000881330,0.109576209,,,1722050469.618147438
5652,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050469.618960128
5653,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000508267,0.109576209,,,1722050469.619468395
5654,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050469.620042092
5655,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.002969393,0.109576209,,,1722050469.623011485
5656,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050469.623677190
5657,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.001229250,0.109576209,,,1722050469.624906440
5658,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050469.625841745
5659,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000547777,0.109576209,,,1722050469.626389522
5660,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050469.627109219
5661,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000633583,0.109576209,,,1722050469.627742802
5662,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050469.628620853
5663,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.001212662,0.109576209,,,1722050469.629833515
5664,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050469.630453868
5665,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000708503,0.109576209,,,1722050469.631162371
5666,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050469.631800114
5667,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000765691,0.109576209,,,1722050469.632565805
5668,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050469.633219971
5669,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000928755,0.109576209,,,1722050469.634148726
5670,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050469.634834429
5671,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.001208877,0.109576209,,,1722050469.636043306
5672,91.189.91.82,10.0.0.134,80,59278,38350,6,False,True,False,38336,64240,,0.109576209,38296,38296,1722050469.636695169
5673,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000867426,0.109576209,,,1722050469.637562595
5674,91.189.91.82,10.0.0.134,80,59278,9938,6,False,True,False,9924,64240,,0.109576209,9884,9884,1722050469.686532102
5675,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000075960,0.109576209,,,1722050469.686608062
5676,91.189.91.82,10.0.0.134,80,59278,19822,6,False,True,False,19808,64240,,0.109576209,19768,19768,1722050469.687868342
5677,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000221145,0.109576209,,,1722050469.688089487
5678,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050469.693545601
5679,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000232157,0.109576209,,,1722050469.693777758
5680,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050469.694757897
5681,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000074358,0.109576209,,,1722050469.694832255
5682,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050469.695715110
5683,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000040156,0.109576209,,,1722050469.695755266
5684,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050469.696680578
5685,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000343215,0.109576209,,,1722050469.697023793
5686,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050469.697840107
5687,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000037314,0.109576209,,,1722050469.697877421
5688,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050469.698513097
5689,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000077198,0.109576209,,,1722050469.698590295
5690,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050469.699205889
5691,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000983809,0.109576209,,,1722050469.700189698
5692,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050469.701154057
5693,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000026019,0.109576209,,,1722050469.701180076
5694,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050469.702007217
5695,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000024304,0.109576209,,,1722050469.702031521
5696,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050469.703001174
5697,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000052070,0.109576209,,,1722050469.703053244
5698,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050469.703511082
5699,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.001093533,0.109576209,,,1722050469.704604615
5700,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050469.705177357
5701,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000027147,0.109576209,,,1722050469.705204504
5702,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050469.705877042
5703,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000216885,0.109576209,,,1722050469.706093927
5704,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050469.706856795
5705,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000052246,0.109576209,,,1722050469.706909041
5706,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050469.707720556
5707,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000364026,0.109576209,,,1722050469.708084582
5708,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050469.708893832
5709,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000025728,0.109576209,,,1722050469.708919560
5710,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050469.709695706
5711,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000025520,0.109576209,,,1722050469.709721226
5712,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050469.710441697
5713,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000828497,0.109576209,,,1722050469.711270194
5714,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050469.711930009
5715,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000025869,0.109576209,,,1722050469.711955878
5716,91.189.91.82,10.0.0.134,80,59278,49694,6,False,True,False,49680,64240,,0.109576209,49640,49640,1722050469.712468436
5717,91.189.91.82,10.0.0.134,80,59278,14653,6,False,True,False,14639,64240,,0.109576209,64239,64239,1722050469.712536126
5718,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000045050,0.109576209,,,1722050469.712581176
5719,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050469.713489233
5720,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000024957,0.109576209,,,1722050469.713514190
5721,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050469.714226271
5722,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000055275,0.109576209,,,1722050469.714281546
5723,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050469.715070067
5724,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000756266,0.109576209,,,1722050469.715826333
5725,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050469.716414025
5726,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000024477,0.109576209,,,1722050469.716438502
5727,91.189.91.82,10.0.0.134,80,59278,32174,6,False,True,False,32160,64240,,0.109576209,32120,32120,1722050469.716995100
5728,91.189.91.82,10.0.0.134,80,59278,16114,6,False,True,False,16100,64240,,0.109576209,48180,48180,1722050469.717044929
5729,91.189.91.82,10.0.0.134,80,59278,13194,6,False,True,False,13180,64240,,0.109576209,61320,61320,1722050469.717091627
5730,91.189.91.82,10.0.0.134,80,59278,2973,6,False,True,False,2959,64240,,0.109576209,64239,64239,1722050469.717118355
5731,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000030412,0.109576209,,,1722050469.717122039
5732,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000110709,0.109576209,,,1722050469.717229064
5733,91.189.91.82,10.0.0.134,80,59278,27794,6,False,True,False,27780,64240,,0.109576209,27740,27740,1722050469.717436128
5734,91.189.91.82,10.0.0.134,80,59278,36553,6,False,True,False,36539,64240,,0.109576209,64239,64239,1722050469.717562086
5735,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.001581399,0.109576209,,,1722050469.719143485
5736,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050469.719663774
5737,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000026110,0.109576209,,,1722050469.719689884
5738,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050469.720304935
5739,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000134881,0.109576209,,,1722050469.720439816
5740,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050469.720954933
5741,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000021510,0.109576209,,,1722050469.720976443
5742,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050469.721535045
5743,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000878470,0.109576209,,,1722050469.722413515
5744,91.189.91.82,10.0.0.134,80,59278,18620,6,False,True,False,18606,64240,,0.109576209,18566,18566,1722050469.722767885
5745,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000012475,0.109576209,,,1722050469.722780360
5746,91.189.91.82,10.0.0.134,80,59278,13194,6,False,True,False,13180,64240,,0.109576209,13140,13140,1722050469.722910795
5747,91.189.91.82,10.0.0.134,80,59278,11734,6,False,True,False,11720,64240,,0.109576209,24820,24820,1722050469.722951257
5748,91.189.91.82,10.0.0.134,80,59278,4434,6,False,True,False,4420,64240,,0.109576209,29200,29200,1722050469.723006045
5749,91.189.91.82,10.0.0.134,80,59278,16527,6,False,True,False,16513,64240,,0.109576209,45673,45673,1722050469.723054428
5750,91.189.91.82,10.0.0.134,80,59278,18620,6,False,True,False,18606,64240,,0.109576209,64239,18566,1722050469.723212881
5751,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000501810,0.109576209,,,1722050469.723714691
5752,91.189.91.82,10.0.0.134,80,59278,29007,6,False,True,False,28993,64240,,0.109576209,28953,28953,1722050469.724287051
5753,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000702420,0.109576209,,,1722050469.724989471
5754,91.189.91.82,10.0.0.134,80,59278,62834,6,False,True,False,62820,64240,,0.109576209,62780,62780,1722050469.725459880
5755,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000021829,0.109576209,,,1722050469.725481709
5756,91.189.91.82,10.0.0.134,80,59278,1513,6,False,True,False,1499,64240,,0.109576209,1459,64239,1722050469.725557847
5757,91.189.91.82,10.0.0.134,80,59278,24771,6,False,True,False,24757,64240,,0.109576209,26176,24717,1722050469.725947515
5758,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000992294,0.109576209,,,1722050469.726939809
5759,91.189.91.82,10.0.0.134,80,59278,45238,6,False,True,False,45224,64240,,0.109576209,45184,45184,1722050469.728099311
5760,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000017452,0.109576209,,,1722050469.728116763
5761,91.189.91.82,10.0.0.134,80,59278,19109,6,False,True,False,19095,64240,,0.109576209,19055,19055,1722050469.728169167
5762,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000067327,0.109576209,,,1722050469.728236494
5763,91.189.91.82,10.0.0.134,80,59278,24771,6,False,True,False,24757,64240,,0.109576209,24717,24717,1722050469.728550419
5764,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000013442,0.109576209,,,1722050469.728563861
5765,91.189.91.82,10.0.0.134,80,59278,42394,6,False,True,False,42380,64240,,0.109576209,42340,42340,1722050469.729272438
5766,91.189.91.82,10.0.0.134,80,59278,2898,6,False,True,False,2884,64240,,0.109576209,45184,45184,1722050469.729310174
5767,91.189.91.82,10.0.0.134,80,59278,19109,6,False,True,False,19095,64240,,0.109576209,64239,19055,1722050469.729438326
5768,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000111722,0.109576209,,,1722050469.729550048
5769,91.189.91.82,10.0.0.134,80,59278,24771,6,False,True,False,24757,64240,,0.109576209,24717,24717,1722050469.729945136
5770,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000012094,0.109576209,,,1722050469.729957230
5771,91.189.91.82,10.0.0.134,80,59278,45238,6,False,True,False,45224,64240,,0.109576209,45184,45184,1722050469.731467734
5772,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000015715,0.109576209,,,1722050469.731483449
5773,91.189.91.82,10.0.0.134,80,59278,19109,6,False,True,False,19095,64240,,0.109576209,19055,19055,1722050469.731535098
5774,91.189.91.82,10.0.0.134,80,59278,31831,6,False,True,False,31817,64240,,0.109576209,50832,31777,1722050469.731922411
5775,91.189.91.82,10.0.0.134,80,59278,13461,6,False,True,False,13447,64240,,0.109576209,64239,13407,1722050469.732253296
5776,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000580617,0.109576209,,,1722050469.732833913
5777,91.189.91.82,10.0.0.134,80,59278,45951,6,False,True,False,45937,64240,,0.109576209,45897,45897,1722050469.733374001
5778,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000859885,0.109576209,,,1722050469.734233886
5779,91.189.91.82,10.0.0.134,80,59278,9938,6,False,True,False,9924,64240,,0.109576209,9884,9884,1722050469.734274835
5780,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000029412,0.109576209,,,1722050469.734304247
5781,91.189.91.82,10.0.0.134,80,59278,19822,6,False,True,False,19808,64240,,0.109576209,19768,19768,1722050469.735564050
5782,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000221522,0.109576209,,,1722050469.735785572
5783,91.189.91.82,10.0.0.134,80,59278,22646,6,False,True,False,22632,64240,,0.109576209,22592,22592,1722050469.737329921
5784,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000025972,0.109576209,,,1722050469.737355893
5785,91.189.91.82,10.0.0.134,80,59278,22646,6,False,True,False,22632,64240,,0.109576209,22592,22592,1722050469.737426360
5786,91.189.91.82,10.0.0.134,80,59278,19109,6,False,True,False,19095,64240,,0.109576209,41647,19055,1722050469.737454382
5787,91.189.91.82,10.0.0.134,80,59278,14887,6,False,True,False,14873,64240,,0.109576209,56480,14833,1722050469.737697599
5788,91.189.91.82,10.0.0.134,80,59278,7813,6,False,True,False,7799,64240,,0.109576209,64239,7759,1722050469.737724835
5789,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000585035,0.109576209,,,1722050469.738309870
5790,91.189.91.82,10.0.0.134,80,59278,61483,6,False,True,False,61469,64240,,0.109576209,61429,61429,1722050469.738883445
5791,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.001276743,0.109576209,,,1722050469.740160188
5792,91.189.91.82,10.0.0.134,80,59278,9938,6,False,True,False,9924,64240,,0.109576209,9884,9884,1722050469.741098966
5793,91.189.91.82,10.0.0.134,80,59278,21954,6,False,True,False,21940,64240,,0.109576209,31784,21900,1722050469.741099146
5794,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000025231,0.109576209,,,1722050469.741124197
5795,91.189.91.82,10.0.0.134,80,59278,746,6,False,True,False,732,64240,,0.109576209,22592,22592,1722050469.741219137
5796,91.189.91.82,10.0.0.134,80,59278,21954,6,False,True,False,21940,64240,,0.109576209,44492,21900,1722050469.741296426
5797,91.189.91.82,10.0.0.134,80,59278,746,6,False,True,False,732,64240,,0.109576209,45184,22592,1722050469.741370074
5798,91.189.91.82,10.0.0.134,80,59278,19109,6,False,True,False,19095,64240,,0.109576209,64239,19055,1722050469.741370163
5799,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000086393,0.109576209,,,1722050469.741456556
5800,91.189.91.82,10.0.0.134,80,59278,11734,6,False,True,False,11720,64240,,0.109576209,11680,11680,1722050469.741595505
